"","Strip","Yield","strip_id","NRate"
"1419","R1",175.5203,"R1","Variable"
"1420","R1",149.5308,"R1","Variable"
"1421","R1",131.1912,"R1","Variable"
"1422","R1",103.0709,"R1","Variable"
"1423","R1",142.8358,"R1","Variable"
"1424","R1",174.2011,"R1","Variable"
"1425","R1",174.5685,"R1","Variable"
"1426","R1",179.3746,"R1","Variable"
"1427","R1",191.4194,"R1","Variable"
"1428","R1",186.8729,"R1","Variable"
"1429","R1",180.9186,"R1","Variable"
"1430","R1",191.5508,"R1","Variable"
"1431","R1",187.4157,"R1","Variable"
"1432","R1",186.3842,"R1","Variable"
"1433","R1",188.5033,"R1","Variable"
"1434","R1",180.6309,"R1","Variable"
"1435","R1",179.7643,"R1","Variable"
"1436","R1",173.4765,"R1","Variable"
"1437","R1",185.1635,"R1","Variable"
"1438","R1",165.4839,"R1","Variable"
"1439","R1",166.1547,"R1","Variable"
"1440","R1",184.0768,"R1","Variable"
"1441","R1",186.6652,"R1","Variable"
"1442","R1",189.5819,"R1","Variable"
"1443","R1",196.2264,"R1","Variable"
"1444","R1",195.2819,"R1","Variable"
"1445","R1",189.5273,"R1","Variable"
"1446","R1",193.0604,"R1","Variable"
"1447","R1",191.684,"R1","Variable"
"1448","R1",188.3336,"R1","Variable"
"1449","R1",187.9617,"R1","Variable"
"1450","R1",181.1604,"R1","Variable"
"1451","R1",190.7463,"R1","Variable"
"1452","R1",180.5935,"R1","Variable"
"1453","R1",206.6206,"R1","Variable"
"1454","R1",195.644,"R1","Variable"
"1455","R1",186.8312,"R1","Variable"
"1456","R1",194.7745,"R1","Variable"
"1457","R1",181.7217,"R1","Variable"
"1458","R1",177.2126,"R1","Variable"
"1459","R1",178.6501,"R1","Variable"
"1460","R1",173.7858,"R1","Variable"
"1461","R1",180.4819,"R1","Variable"
"1462","R1",172.793,"R1","Variable"
"1463","R1",182.5762,"R1","Variable"
"1464","R1",183.8398,"R1","Variable"
"1465","R1",186.1806,"R1","Variable"
"1466","R1",203.3027,"R1","Variable"
"1467","R1",210.3678,"R1","Variable"
"1468","R1",208.0236,"R1","Variable"
"1469","R1",215.9852,"R1","Variable"
"1470","R1",212.5921,"R1","Variable"
"1471","R1",202.8796,"R1","Variable"
"1472","R1",202.7039,"R1","Variable"
"1473","R1",190.0632,"R1","Variable"
"1474","R1",185.6882,"R1","Variable"
"1475","R1",175.6636,"R1","Variable"
"1476","R1",177.9394,"R1","Variable"
"1477","R1",177.6801,"R1","Variable"
"1478","R1",184.038,"R1","Variable"
"1479","R1",202.4174,"R1","Variable"
"1480","R1",191.5318,"R1","Variable"
"1481","R1",220.6987,"R1","Variable"
"1482","R1",202.6047,"R1","Variable"
"1483","R1",206.7735,"R1","Variable"
"1484","R1",200.3265,"R1","Variable"
"1485","R1",188.2078,"R1","Variable"
"1486","R1",190.5472,"R1","Variable"
"1487","R1",193.4229,"R1","Variable"
"1488","R1",193.0313,"R1","Variable"
"1489","R1",206.7875,"R1","Variable"
"1490","R1",198.1824,"R1","Variable"
"1491","R1",210.7985,"R1","Variable"
"1492","R1",204.7505,"R1","Variable"
"1493","R1",198.7285,"R1","Variable"
"1494","R1",196.4729,"R1","Variable"
"1495","R1",189.8051,"R1","Variable"
"1496","R1",183.8154,"R1","Variable"
"1497","R1",182.626,"R1","Variable"
"1498","R1",173.7159,"R1","Variable"
"1499","R1",180.088,"R1","Variable"
"1500","R1",172.6846,"R1","Variable"
"1501","R1",184.2107,"R1","Variable"
"1502","R1",187.924,"R1","Variable"
"1503","R1",189.4278,"R1","Variable"
"1504","R1",185.2944,"R1","Variable"
"1505","R1",187.2249,"R1","Variable"
"1506","R1",190.0983,"R1","Variable"
"1507","R1",192.2358,"R1","Variable"
"1508","R1",180.5143,"R1","Variable"
"1509","R1",166.7701,"R1","Variable"
"1510","R1",187.5601,"R1","Variable"
"1511","R1",181.7627,"R1","Variable"
"1512","R1",183.4548,"R1","Variable"
"1513","R1",179.5588,"R1","Variable"
"1514","R1",173.9041,"R1","Variable"
"1515","R1",185.226,"R1","Variable"
"1516","R1",172.8065,"R1","Variable"
"1517","R1",170.5083,"R1","Variable"
"1518","R1",172.7273,"R1","Variable"
"1519","R1",166.4266,"R1","Variable"
"1520","R1",175.318,"R1","Variable"
"1521","R1",164.6074,"R1","Variable"
"1522","R1",178.5132,"R1","Variable"
"1523","R1",183.0109,"R1","Variable"
"1524","R1",175.05,"R1","Variable"
"1525","R1",166.5931,"R1","Variable"
"1526","R1",184.5239,"R1","Variable"
"1527","R1",180.3355,"R1","Variable"
"1528","R1",172.6611,"R1","Variable"
"1529","R1",180.2049,"R1","Variable"
"1530","R1",182.9926,"R1","Variable"
"1531","R1",162.4146,"R1","Variable"
"1532","R1",172.4775,"R1","Variable"
"1533","R1",178.232,"R1","Variable"
"1534","R1",181.2952,"R1","Variable"
"1535","R1",175.4908,"R1","Variable"
"1536","R1",206.3112,"R1","Variable"
"1537","R1",207.5117,"R1","Variable"
"1538","R1",197.7116,"R1","Variable"
"1539","R1",185.4571,"R1","Variable"
"1540","R1",179.1298,"R1","Variable"
"1541","R1",181.184,"R1","Variable"
"1542","R1",180.3727,"R1","Variable"
"1543","R1",193.5923,"R1","Variable"
"1544","R1",207.7949,"R1","Variable"
"1545","R1",199.3642,"R1","Variable"
"1546","R1",194.5623,"R1","Variable"
"1547","R1",200.6439,"R1","Variable"
"1548","R1",208.7694,"R1","Variable"
"1549","R1",201.2882,"R1","Variable"
"1550","R1",197.3462,"R1","Variable"
"1551","R1",201.306,"R1","Variable"
"1552","R1",187.8562,"R1","Variable"
"1553","R1",203.0476,"R1","Variable"
"1554","R1",201.2152,"R1","Variable"
"1555","R1",187.7452,"R1","Variable"
"1556","R1",194.7073,"R1","Variable"
"1557","R1",178.8696,"R1","Variable"
"1558","R1",188.7319,"R1","Variable"
"1559","R1",182.8907,"R1","Variable"
"1560","R1",178.5848,"R1","Variable"
"1561","R1",173.4208,"R1","Variable"
"1562","R1",186.0551,"R1","Variable"
"1563","R1",195.8447,"R1","Variable"
"1564","R1",187.7574,"R1","Variable"
"1565","R1",177.4494,"R1","Variable"
"1566","R1",186.8293,"R1","Variable"
"1567","R1",167.0911,"R1","Variable"
"1568","R1",159.0059,"R1","Variable"
"1569","R1",168.8511,"R1","Variable"
"1570","R1",186.4972,"R1","Variable"
"1571","R1",178.1295,"R1","Variable"
"1572","R1",186.3656,"R1","Variable"
"1573","R1",182.6163,"R1","Variable"
"1574","R1",183.8275,"R1","Variable"
"1575","R1",190.3122,"R1","Variable"
"1576","R1",190.8657,"R1","Variable"
"1577","R1",166.3532,"R1","Variable"
"1578","R1",168.0545,"R1","Variable"
"1579","R1",155.1582,"R1","Variable"
"1580","R1",178.8097,"R1","Variable"
"1581","R1",188.4083,"R1","Variable"
"1582","R1",199.4927,"R1","Variable"
"1583","R1",210.2407,"R1","Variable"
"1584","R1",189.1165,"R1","Variable"
"1585","R1",186.6428,"R1","Variable"
"1586","R1",165.3185,"R1","Variable"
"1587","R1",145.91,"R1","Variable"
"1588","R1",143.5712,"R1","Variable"
"1589","R1",149.2639,"R1","Variable"
"1590","R1",164.191,"R1","Variable"
"1591","R1",150.3728,"R1","Variable"
"1592","R1",150.2143,"R1","Variable"
"1593","R1",172.1914,"R1","Variable"
"1594","R1",167.7404,"R1","Variable"
"1595","R1",168.5882,"R1","Variable"
"1596","R1",174.1651,"R1","Variable"
"1597","R1",176.0434,"R1","Variable"
"1598","R1",149.0611,"R1","Variable"
"1599","R1",170.2114,"R1","Variable"
"1600","R1",147.2296,"R1","Variable"
"1601","R1",156.8417,"R1","Variable"
"1602","R1",167.5209,"R1","Variable"
"1603","R1",163.5947,"R1","Variable"
"1604","R1",176.506,"R1","Variable"
"1605","R1",159.496,"R1","Variable"
"1606","R1",169.7294,"R1","Variable"
"1607","R1",175.2272,"R1","Variable"
"1608","R1",167.936,"R1","Variable"
"1609","R1",177.2016,"R1","Variable"
"1610","R1",180.6338,"R1","Variable"
"1611","R1",163.8361,"R1","Variable"
"1612","R1",181.9459,"R1","Variable"
"1613","R1",175.3113,"R1","Variable"
"1614","R1",178.2098,"R1","Variable"
"1615","R1",180.3423,"R1","Variable"
"1616","R1",189.4027,"R1","Variable"
"1617","R1",187.7586,"R1","Variable"
"1618","R1",198.7259,"R1","Variable"
"1619","R1",199.7547,"R1","Variable"
"1620","R1",189.6136,"R1","Variable"
"1621","R1",162.4946,"R1","Variable"
"1622","R1",177.0696,"R1","Variable"
"1623","R1",179.2025,"R1","Variable"
"1624","R1",176.565,"R1","Variable"
"1625","R1",184.5413,"R1","Variable"
"1626","R1",181.5008,"R1","Variable"
"1627","R1",177.1928,"R1","Variable"
"1628","R1",183.4413,"R1","Variable"
"1629","R1",194.8385,"R1","Variable"
"1630","R1",186.4424,"R1","Variable"
"1631","R1",191.8286,"R1","Variable"
"1632","R1",200.8687,"R1","Variable"
"1633","R1",203.6568,"R1","Variable"
"1634","R1",212.1489,"R1","Variable"
"1635","R1",175.4828,"R1","Variable"
"1636","R1",172.4034,"R1","Variable"
"1637","R1",165.7904,"R1","Variable"
"1638","R1",166.6514,"R1","Variable"
"1639","R1",165.6739,"R1","Variable"
"1640","R1",181.6352,"R1","Variable"
"1641","R1",177.4694,"R1","Variable"
"1642","R1",158.6652,"R1","Variable"
"1643","R1",164.3588,"R1","Variable"
"1644","R1",179.2293,"R1","Variable"
"1645","R1",166.184,"R1","Variable"
"1646","R1",172.2325,"R1","Variable"
"1647","R1",163.36,"R1","Variable"
"1648","R1",171.1771,"R1","Variable"
"1649","R1",166.7933,"R1","Variable"
"1650","R1",167.3027,"R1","Variable"
"1651","R1",153.0501,"R1","Variable"
"1652","R1",160.4113,"R1","Variable"
"1653","R1",142.0994,"R1","Variable"
"1654","R1",149.9455,"R1","Variable"
"1655","R1",146.0381,"R1","Variable"
"1656","R1",161.2667,"R1","Variable"
"1657","R1",162.8581,"R1","Variable"
"1658","R1",162.7679,"R1","Variable"
"1659","R1",167.7148,"R1","Variable"
"1660","R1",162.1364,"R1","Variable"
"1661","R1",178.0544,"R1","Variable"
"1662","R1",171.9099,"R1","Variable"
"1663","R1",170.0956,"R1","Variable"
"1664","R1",177.5204,"R1","Variable"
"1665","R1",172.9189,"R1","Variable"
"1666","R1",178.3967,"R1","Variable"
"1667","R1",145.0944,"R1","Variable"
"1668","R1",153.0014,"R1","Variable"
"1669","R1",161.38,"R1","Variable"
"1670","R1",139.6703,"R1","Variable"
"1671","R1",148.5053,"R1","Variable"
"1672","R1",118.4613,"R1","Variable"
"1673","R1",101.0779,"R1","Variable"
"1674","R1",118.6721,"R1","Variable"
"1675","R1",131.387,"R1","Variable"
"1676","R1",127.0915,"R1","Variable"
"1677","R1",140.7838,"R1","Variable"
"1678","R1",165.4415,"R1","Variable"
"1679","R1",165.844,"R1","Variable"
"1680","R1",164.6437,"R1","Variable"
"1681","R1",145.1921,"R1","Variable"
"1682","R1",163.509,"R1","Variable"
"1683","R1",153.7857,"R1","Variable"
"1684","R1",169.4245,"R1","Variable"
"1685","R1",173.4976,"R1","Variable"
"1686","R1",172.1376,"R1","Variable"
"1687","R1",166.8771,"R1","Variable"
"1688","R1",180.0435,"R1","Variable"
"1689","R1",169.4596,"R1","Variable"
"1690","R1",163.5952,"R1","Variable"
"1691","R1",161.8973,"R1","Variable"
"1692","R1",144.16,"R1","Variable"
"1693","R1",154.3034,"R1","Variable"
"1694","R1",149.4454,"R1","Variable"
"1695","R1",151.4862,"R1","Variable"
"1696","R1",165.2875,"R1","Variable"
"1697","R1",190.9163,"R1","Variable"
"1698","R1",193.8373,"R1","Variable"
"1699","R1",177.4881,"R1","Variable"
"1700","R1",171.3999,"R1","Variable"
"1701","R1",172.0576,"R1","Variable"
"1702","R1",179.5301,"R1","Variable"
"1703","R1",173.7402,"R1","Variable"
"1704","R1",165.5553,"R1","Variable"
"1705","R1",161.3021,"R1","Variable"
"1706","R1",174.8069,"R1","Variable"
"1707","R1",175.7543,"R1","Variable"
"1708","R1",170.4382,"R1","Variable"
"1709","R1",170.4593,"R1","Variable"
"1710","R1",141.4433,"R1","Variable"
"1711","R1",152.3596,"R1","Variable"
"1712","R1",146.7452,"R1","Variable"
"1713","R1",148.3543,"R1","Variable"
"1714","R1",183.817,"R1","Variable"
"1715","R1",180.1244,"R1","Variable"
"1716","R1",173.8175,"R1","Variable"
"1717","R1",159.5599,"R1","Variable"
"1718","R1",154.9365,"R1","Variable"
"1719","R1",156.3166,"R1","Variable"
"1720","R1",141.4782,"R1","Variable"
"1721","R1",160.0383,"R1","Variable"
"1722","R1",159.1018,"R1","Variable"
"1723","R1",169.4517,"R1","Variable"
"1724","R1",141.3902,"R1","Variable"
"1725","R1",153.3604,"R1","Variable"
"1726","R1",173.0843,"R1","Variable"
"1727","R1",169.1372,"R1","Variable"
"1728","R1",174.2788,"R1","Variable"
"1729","R1",165.9349,"R1","Variable"
"1730","R1",159.2998,"R1","Variable"
"1731","R1",162.2511,"R1","Variable"
"1732","R1",144.1672,"R1","Variable"
"1733","R1",154.6429,"R1","Variable"
"1734","R1",143.1543,"R1","Variable"
"1735","R1",133.4123,"R1","Variable"
"1736","R1",134.4809,"R1","Variable"
"1737","R1",129.6364,"R1","Variable"
"1738","R1",135.6293,"R1","Variable"
"1739","R1",130.8703,"R1","Variable"
"1740","R1",134.0946,"R1","Variable"
"1741","R1",142.885,"R1","Variable"
"1742","R1",129.3347,"R1","Variable"
"1743","R1",132.2383,"R1","Variable"
"1744","R1",150.625,"R1","Variable"
"1745","R1",159.4273,"R1","Variable"
"1746","R1",151.5439,"R1","Variable"
"1747","R1",155.7531,"R1","Variable"
"1748","R1",157.5981,"R1","Variable"
"1749","R1",141.8231,"R1","Variable"
"1750","R1",147.6636,"R1","Variable"
"1751","R1",146.793,"R1","Variable"
"1752","R1",158.9735,"R1","Variable"
"1753","R1",143.5989,"R1","Variable"
"1754","R1",121.6365,"R1","Variable"
"1755","R1",128.646,"R1","Variable"
"1756","R1",122.8305,"R1","Variable"
"1757","R1",136.2191,"R1","Variable"
"1758","R1",159.0323,"R1","Variable"
"1759","R1",134.0197,"R1","Variable"
"1760","R1",140.3391,"R1","Variable"
"1761","R1",125.2536,"R1","Variable"
"1762","R1",122.0678,"R1","Variable"
"1763","R1",143.2023,"R1","Variable"
"1764","R1",143.0401,"R1","Variable"
"1765","R1",139.7585,"R1","Variable"
"1766","R1",143.8071,"R1","Variable"
"1767","R1",121.3445,"R1","Variable"
"1768","R1",143.5526,"R1","Variable"
"1769","R1",133.3412,"R1","Variable"
"1770","R1",125.3849,"R1","Variable"
"1771","R1",133.6877,"R1","Variable"
"1772","R1",115.7151,"R1","Variable"
"1773","R1",134.8874,"R1","Variable"
"1774","R1",128.6241,"R1","Variable"
"1775","R1",132.2565,"R1","Variable"
"1776","R1",130.3892,"R1","Variable"
"1777","R1",161.4287,"R1","Variable"
"1778","R1",149.3221,"R1","Variable"
"1779","R1",172.158,"R1","Variable"
"1780","R1",169.7622,"R1","Variable"
"1781","R1",172.9281,"R1","Variable"
"1782","R1",153.0251,"R1","Variable"
"1783","R1",141.0358,"R1","Variable"
"1784","R1",161.8934,"R1","Variable"
"1785","R1",175.3005,"R1","Variable"
"1786","R1",165.2567,"R1","Variable"
"1787","R1",178.3485,"R1","Variable"
"1788","R1",164.3632,"R1","Variable"
"1789","R1",141.8844,"R1","Variable"
"1790","R1",143.9267,"R1","Variable"
"1791","R1",138.0867,"R1","Variable"
"1792","R1",143.4421,"R1","Variable"
"1793","R1",154.982,"R1","Variable"
"1794","R1",146.1091,"R1","Variable"
"1795","R1",147.9523,"R1","Variable"
"1796","R1",149.5664,"R1","Variable"
"1797","R1",167.0737,"R1","Variable"
"1798","R1",157.661,"R1","Variable"
"1799","R1",130.2226,"R1","Variable"
"1800","R1",129.3165,"R1","Variable"
"1801","R1",131.9221,"R1","Variable"
"1802","R1",122.1961,"R1","Variable"
"1803","R1",133.7474,"R1","Variable"
"1804","R1",131.5632,"R1","Variable"
"1805","R1",126.9424,"R1","Variable"
"1806","R1",131.9594,"R1","Variable"
"1807","R1",104.6516,"R1","Variable"
"1808","R1",99.0859,"R1","Variable"
"1809","R1",88.0595,"R1","Variable"
"1810","R1",73.2925,"R1","Variable"
"1811","R1",82.0243,"R1","Variable"
"1812","R1",80.2824,"R1","Variable"
"1813","R1",77.741,"R1","Variable"
"1814","R1",75.7682,"R1","Variable"
"1815","R1",98.5708,"R1","Variable"
"1816","R1",105.4678,"R1","Variable"
"1817","R1",110.6642,"R1","Variable"
"1818","R1",112.7456,"R1","Variable"
"1819","R1",119.6012,"R1","Variable"
"1820","R1",128.1782,"R1","Variable"
"1821","R1",145.1845,"R1","Variable"
"1822","R1",129.7756,"R1","Variable"
"1823","R1",135.3967,"R1","Variable"
"1824","R1",131.0518,"R1","Variable"
"1825","R1",137.2077,"R1","Variable"
"1826","R1",134.0931,"R1","Variable"
"1827","R1",139.1348,"R1","Variable"
"1828","R1",128.2384,"R1","Variable"
"1829","R1",136.6937,"R1","Variable"
"1830","R1",130.7442,"R1","Variable"
"1831","R1",146.4962,"R1","Variable"
"1832","R1",156.5339,"R1","Variable"
"1833","R1",127.3587,"R1","Variable"
"1834","R1",148.5003,"R1","Variable"
"1835","R1",171.202,"R1","Variable"
"1836","R1",155.84,"R1","Variable"
"1837","R1",163.2513,"R1","Variable"
"1838","R1",158.5716,"R1","Variable"
"1839","R1",149.3871,"R1","Variable"
"1840","R1",134.8766,"R1","Variable"
"1841","R1",104.2646,"R1","Variable"
"1842","R1",63.3784,"R1","Variable"
"1843","R2",127.1342,"R2","37 lb/Ac"
"1844","R2",108.4049,"R2","37 lb/Ac"
"1845","R2",106.1406,"R2","37 lb/Ac"
"1846","R2",100.8589,"R2","37 lb/Ac"
"1847","R2",88.8279,"R2","37 lb/Ac"
"1848","R2",31.3764,"R2","37 lb/Ac"
"1849","R2",42.1855,"R2","37 lb/Ac"
"1850","R2",39.6757,"R2","37 lb/Ac"
"1851","R2",49.8802,"R2","37 lb/Ac"
"1852","R2",73.1471,"R2","37 lb/Ac"
"1853","R2",72.6719,"R2","37 lb/Ac"
"1854","R2",68.4157,"R2","37 lb/Ac"
"1855","R2",65.2221,"R2","37 lb/Ac"
"1856","R2",73.1599,"R2","37 lb/Ac"
"1857","R2",74.6007,"R2","37 lb/Ac"
"1858","R2",74.4478,"R2","37 lb/Ac"
"1859","R2",79.2954,"R2","37 lb/Ac"
"1860","R2",107.8009,"R2","37 lb/Ac"
"1861","R2",103.612,"R2","37 lb/Ac"
"1862","R2",107.9664,"R2","37 lb/Ac"
"1863","R2",115.5126,"R2","37 lb/Ac"
"1864","R2",114.3814,"R2","37 lb/Ac"
"1865","R2",71.7291,"R2","37 lb/Ac"
"1866","R2",94.1083,"R2","37 lb/Ac"
"1867","R2",107.0336,"R2","37 lb/Ac"
"1868","R2",134.6135,"R2","37 lb/Ac"
"1869","R2",208.1063,"R2","37 lb/Ac"
"1870","R2",181.9885,"R2","37 lb/Ac"
"1871","R2",204.0644,"R2","37 lb/Ac"
"1872","R2",167.2722,"R2","37 lb/Ac"
"1873","R2",77.2785,"R2","37 lb/Ac"
"1874","R2",41.9973,"R2","37 lb/Ac"
"1875","R2",72.279,"R2","37 lb/Ac"
"1876","R2",71.1955,"R2","37 lb/Ac"
"1877","R2",69.2411,"R2","37 lb/Ac"
"1878","R2",66.5239,"R2","37 lb/Ac"
"1879","R2",60.13,"R2","37 lb/Ac"
"1880","R2",54.2002,"R2","37 lb/Ac"
"1881","R2",59.2181,"R2","37 lb/Ac"
"1882","R2",118.9871,"R2","37 lb/Ac"
"1883","R2",129.8952,"R2","37 lb/Ac"
"1884","R2",138.3263,"R2","37 lb/Ac"
"1885","R2",132.6063,"R2","37 lb/Ac"
"1886","R2",136.9128,"R2","37 lb/Ac"
"1887","R2",135.4979,"R2","37 lb/Ac"
"1888","R2",130.4597,"R2","37 lb/Ac"
"1889","R2",149.8193,"R2","37 lb/Ac"
"1890","R2",158.8063,"R2","37 lb/Ac"
"1891","R2",155.3783,"R2","37 lb/Ac"
"1892","R2",169.9097,"R2","37 lb/Ac"
"1893","R2",143.9316,"R2","37 lb/Ac"
"1894","R2",115.8594,"R2","37 lb/Ac"
"1895","R2",105.5859,"R2","37 lb/Ac"
"1896","R2",118.345,"R2","37 lb/Ac"
"1897","R2",95.939,"R2","37 lb/Ac"
"1898","R2",91.4359,"R2","37 lb/Ac"
"1899","R2",82.1802,"R2","37 lb/Ac"
"1900","R2",93.4754,"R2","37 lb/Ac"
"1901","R2",112.039,"R2","37 lb/Ac"
"1902","R2",107.1596,"R2","37 lb/Ac"
"1903","R2",271.2439,"R2","37 lb/Ac"
"1904","R2",444.9613,"R2","37 lb/Ac"
"1905","R2",78.7683,"R2","37 lb/Ac"
"1906","R2",110.0321,"R2","37 lb/Ac"
"1907","R2",134.3722,"R2","37 lb/Ac"
"1908","R2",71.8853,"R2","37 lb/Ac"
"1909","R2",72.3453,"R2","37 lb/Ac"
"1910","R2",37.2933,"R2","37 lb/Ac"
"1911","R2",44.9831,"R2","37 lb/Ac"
"1912","R2",158.9095,"R2","37 lb/Ac"
"1913","R2",128.4589,"R2","37 lb/Ac"
"1914","R2",127.5399,"R2","37 lb/Ac"
"1915","R2",114.7667,"R2","37 lb/Ac"
"1916","R2",108.3402,"R2","37 lb/Ac"
"1917","R2",99.9662,"R2","37 lb/Ac"
"1918","R2",104.7884,"R2","37 lb/Ac"
"1919","R2",110.9861,"R2","37 lb/Ac"
"1920","R2",67.8351,"R2","37 lb/Ac"
"1921","R2",76.6987,"R2","37 lb/Ac"
"1922","R2",77.3705,"R2","37 lb/Ac"
"1923","R2",86.8566,"R2","37 lb/Ac"
"1924","R2",101.4605,"R2","37 lb/Ac"
"1925","R2",76.0367,"R2","37 lb/Ac"
"1926","R2",77.4972,"R2","37 lb/Ac"
"1927","R2",80.9321,"R2","37 lb/Ac"
"1928","R2",74.3284,"R2","37 lb/Ac"
"1929","R2",78.1512,"R2","37 lb/Ac"
"1930","R2",90.0836,"R2","37 lb/Ac"
"1931","R2",106.9971,"R2","37 lb/Ac"
"1932","R2",118.9703,"R2","37 lb/Ac"
"1933","R2",137.3289,"R2","37 lb/Ac"
"1934","R2",137.1502,"R2","37 lb/Ac"
"1935","R2",139.526,"R2","37 lb/Ac"
"1936","R2",119.4209,"R2","37 lb/Ac"
"1937","R2",127.5777,"R2","37 lb/Ac"
"1938","R2",134.9412,"R2","37 lb/Ac"
"1939","R2",121.577,"R2","37 lb/Ac"
"1940","R2",148.8334,"R2","37 lb/Ac"
"1941","R2",164.2213,"R2","37 lb/Ac"
"1942","R2",158.0217,"R2","37 lb/Ac"
"1943","R2",164.047,"R2","37 lb/Ac"
"1944","R2",169.0842,"R2","37 lb/Ac"
"1945","R2",170.3181,"R2","37 lb/Ac"
"1946","R2",188.8029,"R2","37 lb/Ac"
"1947","R2",185.6953,"R2","37 lb/Ac"
"1948","R2",188.61,"R2","37 lb/Ac"
"1949","R2",204.3957,"R2","37 lb/Ac"
"1950","R2",195.3081,"R2","37 lb/Ac"
"1951","R2",198.3525,"R2","37 lb/Ac"
"1952","R2",156.9705,"R2","37 lb/Ac"
"1953","R2",149.5426,"R2","37 lb/Ac"
"1954","R2",156.7212,"R2","37 lb/Ac"
"1955","R2",159.0531,"R2","37 lb/Ac"
"1956","R2",159.2909,"R2","37 lb/Ac"
"1957","R2",190.8561,"R2","37 lb/Ac"
"1958","R2",201.2168,"R2","37 lb/Ac"
"1959","R2",200.2734,"R2","37 lb/Ac"
"1960","R2",186.8601,"R2","37 lb/Ac"
"1961","R2",180.5442,"R2","37 lb/Ac"
"1962","R2",180.6262,"R2","37 lb/Ac"
"1963","R2",167.1676,"R2","37 lb/Ac"
"1964","R2",180.5442,"R2","37 lb/Ac"
"1965","R2",190.4298,"R2","37 lb/Ac"
"1966","R2",181.5842,"R2","37 lb/Ac"
"1967","R2",179.1044,"R2","37 lb/Ac"
"1968","R2",204.5569,"R2","37 lb/Ac"
"1969","R2",192.8094,"R2","37 lb/Ac"
"1970","R2",199.5605,"R2","37 lb/Ac"
"1971","R2",193.0137,"R2","37 lb/Ac"
"1972","R2",185.1677,"R2","37 lb/Ac"
"1973","R2",177.2539,"R2","37 lb/Ac"
"1974","R2",178.6947,"R2","37 lb/Ac"
"1975","R2",172.399,"R2","37 lb/Ac"
"1976","R2",160.3747,"R2","37 lb/Ac"
"1977","R2",168.2028,"R2","37 lb/Ac"
"1978","R2",164.0658,"R2","37 lb/Ac"
"1979","R2",169.3655,"R2","37 lb/Ac"
"1980","R2",169.1373,"R2","37 lb/Ac"
"1981","R2",169.0524,"R2","37 lb/Ac"
"1982","R2",173.2579,"R2","37 lb/Ac"
"1983","R2",179.7041,"R2","37 lb/Ac"
"1984","R2",179.7695,"R2","37 lb/Ac"
"1985","R2",183.1506,"R2","37 lb/Ac"
"1986","R2",193.1244,"R2","37 lb/Ac"
"1987","R2",193.838,"R2","37 lb/Ac"
"1988","R2",183.2105,"R2","37 lb/Ac"
"1989","R2",179.8821,"R2","37 lb/Ac"
"1990","R2",191.3748,"R2","37 lb/Ac"
"1991","R2",189.8902,"R2","37 lb/Ac"
"1992","R2",177.0021,"R2","37 lb/Ac"
"1993","R2",179.9831,"R2","37 lb/Ac"
"1994","R2",178.1295,"R2","37 lb/Ac"
"1995","R2",173.5312,"R2","37 lb/Ac"
"1996","R2",160.446,"R2","37 lb/Ac"
"1997","R2",179.0495,"R2","37 lb/Ac"
"1998","R2",171.8386,"R2","37 lb/Ac"
"1999","R2",174.286,"R2","37 lb/Ac"
"2000","R2",193.5893,"R2","37 lb/Ac"
"2001","R2",181.2074,"R2","37 lb/Ac"
"2002","R2",174.653,"R2","37 lb/Ac"
"2003","R2",177.4215,"R2","37 lb/Ac"
"2004","R2",170.9875,"R2","37 lb/Ac"
"2005","R2",183.7052,"R2","37 lb/Ac"
"2006","R2",180.1297,"R2","37 lb/Ac"
"2007","R2",180.3646,"R2","37 lb/Ac"
"2008","R2",182.4855,"R2","37 lb/Ac"
"2009","R2",169.212,"R2","37 lb/Ac"
"2010","R2",172.32,"R2","37 lb/Ac"
"2011","R2",184.7161,"R2","37 lb/Ac"
"2012","R2",178.7103,"R2","37 lb/Ac"
"2013","R2",180.2315,"R2","37 lb/Ac"
"2014","R2",178.6015,"R2","37 lb/Ac"
"2015","R2",181.0061,"R2","37 lb/Ac"
"2016","R2",187.529,"R2","37 lb/Ac"
"2017","R2",186.3416,"R2","37 lb/Ac"
"2018","R2",189.2597,"R2","37 lb/Ac"
"2019","R2",180.3862,"R2","37 lb/Ac"
"2020","R2",182.9088,"R2","37 lb/Ac"
"2021","R2",189.8082,"R2","37 lb/Ac"
"2022","R2",187.3797,"R2","37 lb/Ac"
"2023","R2",192.0275,"R2","37 lb/Ac"
"2024","R2",183.5642,"R2","37 lb/Ac"
"2025","R2",196.9527,"R2","37 lb/Ac"
"2026","R2",181.6312,"R2","37 lb/Ac"
"2027","R2",180.5364,"R2","37 lb/Ac"
"2028","R2",178.0704,"R2","37 lb/Ac"
"2029","R2",192.5857,"R2","37 lb/Ac"
"2030","R2",181.9548,"R2","37 lb/Ac"
"2031","R2",183.5387,"R2","37 lb/Ac"
"2032","R2",179.957,"R2","37 lb/Ac"
"2033","R2",186.2328,"R2","37 lb/Ac"
"2034","R2",189.0007,"R2","37 lb/Ac"
"2035","R2",193.663,"R2","37 lb/Ac"
"2036","R2",199.8263,"R2","37 lb/Ac"
"2037","R2",211.0059,"R2","37 lb/Ac"
"2038","R2",217.8793,"R2","37 lb/Ac"
"2039","R2",219.9265,"R2","37 lb/Ac"
