,Yield,Treatment 
4126,113.6920471,Mow
4127,139.8338928,Mow
4128,114.6238708,Mow
4129,121.54245,Mow
4130,124.4053345,Mow
4131,123.014122,Mow
4132,113.116188,Mow
4133,110.3346405,Mow
4134,103.2759247,Mow
4135,97.28630066,Mow
4136,103.0653305,Mow
4137,105.9566803,Mow
4138,87.42532349,Mow
4139,93.27618408,Mow
4140,88.74253845,Mow
4141,76.48651123,Mow
4142,105.2530518,Mow
4143,97.68876648,Mow
4144,87.07549286,Mow
4145,67.4237442,Mow
4146,67.4237442,Mow
4147,67.4237442,Mow
4148,67.4237442,Mow
4149,72.43205261,Mow
4150,67.4237442,Mow
4151,68.69165802,Mow
4152,110.4298553,Mow
4153,89.34648132,Mow
4154,74.38921356,Mow
4155,68.35238647,Mow
4156,81.02651978,Mow
4157,97.36166382,Mow
4158,78.25471497,Mow
4159,113.6791611,Mow
4160,124.9743042,Mow
4161,119.3673935,Mow
4162,165.4173584,Mow
4163,134.4814911,Mow
4164,141.0016174,Mow
4165,139.7297363,Mow
4166,134.8827515,Mow
4167,166.4546814,Mow
4168,166.4546814,Mow
4169,149.5157166,Mow
4170,189.7080841,Mow
4171,162.9754486,Mow
4172,153.9891205,Mow
4173,156.148407,Mow
4174,131.3430176,Mow
4175,129.3473358,Mow
4176,124.8995667,Mow
4177,144.3896332,Mow
4178,157.8713989,Mow
4179,167.8960724,Mow
4180,168.5726318,Mow
4181,173.5539246,Mow
4182,179.9952393,Mow
4183,159.1157379,Mow
4184,153.3219452,Mow
4185,139.892334,Mow
4186,136.0126343,Mow
4187,138.0291138,Mow
4188,139.1339264,Mow
4189,136.9004364,Mow
4190,143.3123779,Mow
4191,143.4311676,Mow
4192,135.7560425,Mow
4193,161.3773193,Mow
4194,165.0137634,Mow
4195,141.6507568,Mow
4196,135.5334778,Mow
4197,127.1242752,Mow
4198,125.3065796,Mow
4199,125.366272,Mow
4200,131.9803772,Mow
4201,115.3004303,Mow
4202,134.4283142,Mow
4203,131.5357666,Mow
4204,135.1794434,Mow
4205,140.446167,Mow
4206,130.7536316,Mow
4207,137.7723846,Mow
4208,164.9660339,Mow
4209,190.5571289,Mow
4210,133.4399872,Mow
4211,142.8718567,Mow
4212,172.0833435,Mow
4213,172.0833435,Mow
4214,181.0664673,Mow
4215,171.4584656,Mow
4216,178.3871765,Mow
4217,186.4381714,Mow
4218,148.0689545,Mow
4219,134.2071533,Mow
4220,167.4908752,Mow
4221,140.7778625,Mow
4222,141.7464905,Mow
4223,150.1051331,Mow
4224,147.3230133,Mow
4225,144.8427277,Mow
4226,128.6521759,Mow
4227,119.9537048,Mow
4228,131.1323853,Mow
4229,143.8100128,Mow
4230,135.0379028,Mow
4231,133.2511597,Mow
4232,125.1479492,Mow
4233,116.2715759,Mow
4234,114.1519928,Mow
4235,116.4064178,Mow
4236,124.3012619,Mow
4237,111.3134918,Mow
4238,113.9803238,Mow
4239,114.4196777,Mow
4240,109.1407471,Mow
4241,114.1655731,Mow
4242,125.2732162,Mow
4243,126.139389,Mow
4244,116.7820358,Mow
4245,112.3257294,Mow
4246,117.9217987,Mow
4247,115.2015228,Mow
4248,118.2369385,Mow
4249,113.2460251,Mow
4250,116.1006012,Mow
4251,112.4015808,Mow
4252,109.8384552,Mow
4253,99.91783142,Mow
4254,108.412529,Mow
4255,107.507019,Mow
4256,112.9849701,Mow
4257,112.9849701,Mow
4258,103.5491257,Mow
4259,108.7587128,Mow
4260,121.5814285,Mow
4261,128.8619385,Mow
4262,137.5162811,Mow
4263,112.3083954,Mow
4264,116.3710632,Mow
4265,120.8422928,Mow
4266,124.4331207,Mow
4267,132.436264,Mow
4268,126.6014481,Mow
4269,134.5836487,Mow
4270,176.5084534,Mow
4271,132.3951721,Mow
4272,135.6873474,Mow
4273,177.9907532,Mow
4274,195.4294128,Mow
4275,174.7836609,Mow
4276,151.5947571,Mow
4277,132.3032074,Mow
4278,149.6125031,Mow
4279,149.565094,Mow
4280,144.5661621,Mow
4281,119.2536087,Mow
4282,126.5932159,Mow
4283,136.0639954,Mow
4284,125.9528046,Mow
4285,140.7026367,Mow
4286,159.2932434,Mow
4287,160.365097,Mow
4288,154.2474365,Mow
4289,163.1290283,Mow
4290,173.7368622,Mow
4291,180.1413879,Mow
4292,177.6351318,Mow
4293,177.6321411,Mow
4294,183.7533569,Mow
4295,185.9263916,Mow
4296,151.8313293,Mow
4297,150.5519409,Mow
4298,169.1995087,Mow
4299,168.7327881,Mow
4300,167.4395752,Mow
4301,179.5962982,Mow
4302,179.5962982,Mow
4303,189.5828552,Mow
4304,169.7816772,Mow
4305,135.5076141,Mow
4306,154.3698883,Mow
4307,140.7420654,Mow
4308,122.800087,Mow
4309,125.8927994,Mow
4310,158.3074341,Mow
4311,166.8953857,Mow
4312,135.9079742,Mow
4313,123.9743118,Mow
4314,142.6052551,Mow
4315,142.0522766,Mow
4316,125.1639404,Mow
4317,117.728363,Mow
4318,107.570961,Mow
4319,120.4839935,Mow
4320,131.7508392,Mow
4321,116.151535,Mow
4322,149.621582,Mow
4323,118.2521057,Mow
4324,94.91459656,Mow
4325,115.6498337,Mow
4326,100.7820892,Mow
4327,122.3961182,Mow
4328,122.0810547,Mow
4329,86.06288147,Mow
4330,73.21186066,Mow
4331,67.4237442,Mow
4332,67.4237442,Mow
4333,67.4237442,Mow
4334,67.4237442,Mow
4335,67.4237442,Mow
4336,67.4237442,Mow
4337,74.25798798,Mow
4338,81.0144043,Mow
4339,67.4237442,Mow
4340,74.11714172,Mow
4341,140.0719452,Mow
4342,125.131012,Mow
4343,118.967865,Mow
4344,110.2025757,Mow
4345,97.72303009,Mow
4346,84.64590454,Mow
4347,95.19332123,Mow
4348,107.3654785,Mow
4349,139.326416,Mow
4350,131.7090759,Mow
4351,95.07982635,Mow
4352,100.6558838,Mow
4353,129.0703125,Mow
4354,125.9437408,Mow
4355,124.6684113,Mow
4356,113.29776,Mow
4357,107.9689941,Mow
4358,110.221756,Mow
4359,97.5065918,Mow
4360,96.93457794,Mow
4361,89.33015442,Mow
4362,95.50061035,Mow
4363,110.7275696,Mow
4364,130.8356476,Mow
4365,130.1236725,Mow
4366,106.1578445,Mow
4367,86.08839417,Mow
4368,85.13691711,Mow
4369,100.7979126,Mow
4370,109.8025284,Mow
4371,117.5684891,Mow
4372,117.5684891,Mow
4373,122.729805,Mow
4374,133.701767,Mow
4375,125.2569122,Mow
4376,131.3401184,Mow
4377,131.6445007,Mow
4378,123.6046448,Mow
4379,127.704071,Mow
4380,123.2452621,Mow
4381,124.0426559,Mow
4382,115.1678848,Mow
4383,116.6153564,Mow
4384,114.2431335,Mow
4385,102.3991089,Mow
4386,121.4634857,Mow
4387,97.71630859,Mow
4388,106.8212891,Mow
4389,110.9820557,Mow
4390,117.1338196,Mow
4391,84.4967804,Mow
4392,119.1582031,Mow
4393,123.4811401,Mow
4394,89.6554718,Mow
4395,122.4492035,Mow
4396,120.854805,Mow
4397,116.2808609,Mow
4398,122.2363892,Mow
4399,120.5528564,Mow
4400,115.3479843,Mow
4401,109.9022675,Mow
4402,115.585495,Mow
4403,112.5673218,Mow
4404,112.8330154,Mow
4405,118.7159271,Mow
4406,113.8544922,Mow
4407,125.2661438,Mow
4408,123.6197205,Mow
4409,127.7338409,Mow
4410,119.4713821,Mow
4411,117.0751953,Mow
4412,118.4017181,Mow
4413,120.7282944,Mow
4414,124.0910187,Mow
4415,128.5917358,Mow
4416,129.4785767,Mow
4417,129.4785767,Mow
4418,120.2268982,Mow
4419,133.5958405,Mow
4420,144.2788696,Mow
4421,164.9468384,Mow
4422,159.5207214,Mow
4423,165.7303925,Mow
4424,171.5349121,Mow
4425,169.5375977,Mow
4426,170.2085571,Mow
4427,137.0680542,Mow
4428,117.1213989,Mow
4429,112.5452271,Mow
4430,111.9827347,Mow
4431,115.377655,Mow
4432,160.9604034,Mow
4433,113.8459167,Mow
4434,125.1196594,Mow
4435,135.5388489,Mow
4436,130.3515778,Mow
4437,134.312561,Mow
4438,128.1389923,Mow
4439,108.7336426,Mow
4440,96.24362946,Mow
4441,118.5702972,Mow
4442,113.2767944,Mow
4443,93.89233398,Mow
4444,108.7139359,Mow
4445,128.8225708,Mow
4446,89.27409363,Mow
4447,73.30119324,Mow
4448,88.65106201,Mow
4449,125.4425583,Mow
4450,109.617363,Mow
4451,98.15093994,Mow
4452,111.4061432,Mow
4453,110.1449356,Mow
4454,116.386261,Mow
4455,121.246582,Mow
4456,145.3032227,Mow
4457,112.986763,Mow
4458,126.7530899,Mow
4459,148.8848877,Mow
4460,155.1702576,Mow
4461,175.2984314,Mow
4462,175.2984314,Mow
4463,164.6661987,Mow
4464,177.3765106,Mow
4465,158.6920166,Mow
4466,146.4669495,Mow
4467,142.3532715,Mow
4468,131.1557007,Mow
4469,151.1495361,Mow
4470,150.8818359,Mow
4471,144.3224182,Mow
4472,148.3939514,Mow
4473,142.788147,Mow
4474,138.824585,Mow
4475,145.4523773,Mow
4476,144.3425598,Mow
4477,128.0564117,Mow
4478,143.2361298,Mow
4479,155.3380127,Mow
4480,136.7806702,Mow
4481,131.7027283,Mow
4482,138.559967,Mow
4483,130.9808197,Mow
4484,132.3795471,Mow
4485,146.2060852,Mow
4486,154.223175,Mow
4487,150.2379456,Mow
4488,142.3395691,Mow
4489,152.0303955,Mow
4490,164.0298462,Mow
4491,148.1005859,Mow
4492,144.4907837,Mow
4493,147.4502716,Mow
4494,144.809967,Mow
4495,143.5561676,Mow
4496,132.0838928,Mow
4497,135.593811,Mow
4498,136.2780609,Mow
4499,138.8254242,Mow
4500,133.5046082,Mow
4501,129.8719788,Mow
4502,138.5920105,Mow
4503,133.9886475,Mow
4504,137.313385,Mow
4505,132.3737183,Mow
4506,132.3737183,Mow
4507,144.2150574,Mow
4508,144.3250427,Mow
4509,141.8487854,Mow
4510,138.3901978,Mow
4511,136.615799,Mow
4512,135.8850098,Mow
4513,170.8935394,Mow
4514,158.0114746,Mow
4515,166.7680969,Mow
4516,124.6923447,Mow
4517,122.0417938,Mow
4518,134.3461914,Mow
4519,138.212738,Mow
4520,118.0716171,Mow
4521,122.2450409,Mow
4522,129.4116211,Mow
4523,117.2468948,Mow
4524,124.453064,Mow
4525,119.4825439,Mow
4526,135.2958069,Mow
4527,128.2648621,Mow
4528,115.7821198,Mow
4529,124.7088394,Mow
4530,109.5993958,Mow
4531,120.874054,Mow
4532,116.70401,Mow
4533,122.3828125,Mow
4534,128.3720703,Mow
4535,140.7617188,Mow
4536,135.9675598,Mow
4537,128.2241974,Mow
4538,110.2083435,Mow
4539,120.3000641,Mow
4540,119.0484772,Mow
4541,128.292572,Mow
4542,147.3457336,Mow
4543,138.0802307,Mow
4544,120.2893143,Mow
4545,125.49617,Mow
4546,115.6711884,Mow
4547,128.0574951,Mow
4548,133.7727661,Mow
4549,127.8022156,Mow
4550,137.059845,Mow
4551,137.059845,Mow
4552,132.6807556,Mow
4553,130.4874878,Mow
4554,141.4088898,Mow
4555,138.670929,Mow
4556,146.2815247,Mow
4557,151.8442993,Mow
4558,159.7408142,Mow
4559,161.7598267,Mow
4560,167.8269196,Mow
4561,167.6541138,Mow
4562,173.1818848,Mow
4563,176.5583496,Mow
4564,176.5753479,Mow
4565,158.8721161,Mow
4566,184.1576843,Mow
4567,134.0533447,Mow
4568,154.7367859,Mow
4569,145.2474823,Mow
4570,151.5420532,Mow
4571,131.5198517,Mow
4572,136.1206055,Mow
4573,145.8399506,Mow
4574,135.4093018,Mow
4575,125.4774857,Mow
4576,138.9611816,Mow
4577,119.0281906,Mow
4578,127.4115906,Mow
4579,146.0123596,Mow
4580,122.3879089,Mow
4581,126.4116058,Mow
4582,147.7525482,Mow
4583,120.9890137,Mow
4584,127.4015198,Mow
4585,108.3484802,Mow
4586,134.3442383,Mow
4587,133.2530518,Mow
4588,137.6333618,Mow
4589,143.6717377,Mow
4590,132.5057068,Mow
4591,143.6706085,Mow
4592,143.1065979,Mow
4593,124.3838348,Mow
4594,137.8744354,Mow
4595,141.8590851,Mow
4596,141.8590851,Mow
4597,134.2267151,Mow
4598,151.0551453,Mow
4599,154.2469788,Mow
4600,132.8479309,Mow
4601,141.8951111,Mow
4602,144.0224152,Mow
4603,124.3039856,Mow
4604,125.1252747,Mow
4605,130.1519928,Mow
4606,142.040863,Mow
4607,136.7278137,Mow
4608,123.6638336,Mow
4609,127.5074463,Mow
4610,119.5288773,Mow
4611,119.8578873,Mow
4612,123.5492935,Mow
4613,121.001358,Mow
4614,107.0016479,Mow
4615,117.5047836,Mow
4616,125.1939392,Mow
4617,149.4529572,Mow
4618,159.5200348,Mow
4619,126.2358551,Mow
4620,109.0711136,Mow
4621,98.12953186,Mow
4622,102.187851,Mow
4623,118.2258759,Mow
4624,97.65866089,Mow
4625,72.41539001,Mow
4626,76.83869934,Mow
4627,67.4237442,Mow
4628,67.4237442,Mow
4629,71.18350983,Mow
4630,67.4237442,Mow
4631,74.8913269,Mow
4632,98.96279907,Mow
4633,161.9241028,Mow
4634,67.4237442,Mow
4635,67.4237442,Mow
4636,140.4981079,Mow
4637,116.9598389,Mow
4638,111.4756699,Mow
4639,103.9665909,Mow
4640,94.95329285,Mow
4641,83.15411377,Mow
4642,98.15510559,Mow
4643,138.9223328,Mow
4644,127.4153214,Mow
4645,99.51324463,Mow
4646,91.34815216,Mow
4647,126.39077,Mow
4648,127.4493866,Mow
4649,122.2736282,Mow
4650,121.9913864,Mow
4651,109.3905869,Mow
4652,102.7927017,Mow
4653,114.6089478,Mow
4654,94.37945557,Mow
4655,89.54606628,Mow
4656,94.97177887,Mow
4657,107.697052,Mow
4658,119.3637848,Mow
4659,137.437851,Mow
4660,122.0307465,Mow
4661,108.5258026,Mow
4662,112.9510803,Mow
4663,108.6364288,Mow
4664,108.9125214,Mow
4665,118.1047211,Mow
4666,118.1047211,Mow
4667,117.7584991,Mow
4668,117.3297882,Mow
4669,115.260849,Mow
4670,112.9572906,Mow
4671,112.4932861,Mow
4672,116.8784332,Mow
4673,108.7275314,Mow
4674,109.1292877,Mow
4675,116.0902557,Mow
4676,109.0815125,Mow
4677,106.5418243,Mow
4678,112.0632858,Mow
4679,116.9250793,Mow
4680,113.6038284,Mow
4681,121.2690582,Mow
4682,126.4098434,Mow
4683,118.7382355,Mow
4684,121.3383942,Mow
4685,117.2782288,Mow
4686,125.1089783,Mow
4687,120.5158081,Mow
4688,121.4432373,Mow
4689,130.3483887,Mow
4690,125.9523392,Mow
4691,123.4658661,Mow
4692,119.7766571,Mow
4693,127.5970306,Mow
4694,131.9816589,Mow
4695,114.6757889,Mow
4696,114.5400314,Mow
4697,115.8952026,Mow
4698,111.7538147,Mow
4699,117.1392822,Mow
4700,120.3857727,Mow
4701,121.6945038,Mow
4702,131.0911865,Mow
4703,127.9155579,Mow
4704,119.8130341,Mow
4705,130.0955048,Mow
4706,130.3665161,Mow
4707,129.924469,Mow
4708,133.7605896,Mow
4709,145.9777527,Mow
4710,133.0852509,Mow
4711,108.9803467,Mow
4712,127.1329803,Mow
4713,134.0215149,Mow
4714,134.0158997,Mow
4715,133.4816589,Mow
4716,139.923584,Mow
4717,121.037529,Mow
4718,107.4255066,Mow
4719,122.8733215,Mow
4720,127.706604,Mow
4721,144.0152283,Mow
4722,148.9611053,Mow
4723,125.3466187,Mow
4724,114.4190521,Mow
4725,122.2967377,Mow
4726,137.1484375,Mow
4727,133.9567261,Mow
4728,96.48518372,Mow
4729,104.4195404,Mow
4730,108.5385895,Mow
4731,90.1741333,Mow
4732,96.07835388,Mow
4733,113.6836243,Mow
4734,101.1380463,Mow
4735,112.3791504,Mow
4736,124.9466629,Mow
4737,129.6105042,Mow
4738,153.2020874,Mow
4739,153.2939453,Mow
4740,114.3223877,Mow
4741,96.50566101,Mow
4742,90.3502121,Mow
4743,97.58270264,Mow
4744,101.2241516,Mow
4745,110.6755981,Mow
4746,97.47169495,Mow
4747,89.49363708,Mow
4748,104.8293457,Mow
4749,117.1624832,Mow
4750,99.24549103,Mow
4751,100.7846222,Mow
4752,120.1905212,Mow
4753,121.0881042,Mow
4754,137.3677826,Mow
4755,149.2606201,Mow
4756,149.2606201,Mow
4757,170.1570587,Mow
4758,144.3634338,Mow
4759,140.8794861,Mow
4760,174.8854828,Mow
4761,174.2489624,Mow
4762,172.3262329,Mow
4763,139.6413574,Mow
4764,144.3244934,Mow
4765,142.3027802,Mow
4766,170.3411407,Mow
4767,138.6028137,Mow
4768,135.9459686,Mow
4769,142.9519348,Mow
4770,147.5672302,Mow
4771,136.8339844,Mow
4772,132.2293243,Mow
4773,141.6194458,Mow
4774,150.7786255,Mow
4775,157.143158,Mow
4776,137.015686,Mow
4777,130.4971008,Mow
4778,138.2200623,Mow
4779,151.5251465,Mow
4780,149.4482117,Mow
4781,149.2235413,Mow
4782,163.1161957,Mow
4783,138.6334229,Mow
4784,138.0230713,Mow
4785,146.805481,Mow
4786,166.4216919,Mow
4787,156.0313873,Mow
4788,167.3992615,Mow
4789,158.3531494,Mow
4790,132.8947906,Mow
4791,136.8862915,Mow
4792,130.2855988,Mow
4793,128.2346802,Mow
4794,150.6759186,Mow
4795,169.8026428,Mow
4796,171.282135,Mow
4797,165.9170532,Mow
4798,169.666748,Mow
4799,184.1043396,Mow
4800,184.1043396,Mow
4801,173.5032959,Mow
4802,174.7282715,Mow
4803,165.3061829,Mow
4804,145.2846527,Mow
4805,123.375351,Mow
4806,133.7750092,Mow
4807,150.9146729,Mow
4808,184.3801727,Mow
4809,149.0289307,Mow
4810,131.513443,Mow
4811,193.8123169,Mow
4812,150.3711853,Mow
4813,149.4717102,Mow
4814,151.0939331,Mow
4815,188.2338104,Mow
4816,147.0160828,Mow
4817,141.5494537,Mow
4818,133.1038055,Mow
4819,162.6240692,Mow
4820,140.6737976,Mow
4821,147.8753662,Mow
4822,135.1626587,Mow
4823,133.4695587,Mow
4824,149.5680847,Mow
4825,135.9145813,Mow
4826,139.2721558,Mow
4827,145.0864563,Mow
4828,139.1421204,Mow
4829,118.6812592,Mow
4830,142.8280029,Mow
4831,134.347229,Mow
4832,134.690033,Mow
4833,134.3490906,Mow
4834,123.0180664,Mow
4835,134.2987061,Mow
4836,130.7787781,Mow
4837,117.0469131,Mow
4838,123.679039,Mow
4839,123.7684479,Mow
4840,137.3160095,Mow
4841,122.3376083,Mow
4842,114.7049866,Mow
4843,107.9195023,Mow
4844,104.9257355,Mow
4845,104.9257355,Mow
4846,107.6235123,Mow
4847,107.7510376,Mow
4848,103.7410889,Mow
4849,109.6012115,Mow
4850,113.265625,Mow
4851,127.4634094,Mow
4852,127.5313263,Mow
4853,139.4066162,Mow
4854,136.1237793,Mow
4855,137.5586548,Mow
4856,137.1389618,Mow
4857,148.7178955,Mow
4858,128.8203735,Mow
4859,146.2863464,Mow
4860,131.1790619,Mow
4861,143.2389526,Mow
4862,134.5547943,Mow
4863,146.7663269,Mow
4864,131.7845154,Mow
4865,120.9778671,Mow
4866,122.5686951,Mow
4867,131.6782532,Mow
4868,144.8354034,Mow
4869,130.7585907,Mow
4870,124.2203217,Mow
4871,135.3581543,Mow
4872,152.442276,Mow
4873,131.9555359,Mow
4874,114.7082367,Mow
4875,106.5928726,Mow
4876,108.975769,Mow
4877,107.3572388,Mow
4878,110.8138428,Mow
4879,115.5908508,Mow
4880,139.4766235,Mow
4881,132.5278931,Mow
4882,124.4156265,Mow
4883,132.9187927,Mow
4884,136.7935791,Mow
4885,126.9889984,Mow
4886,124.5192871,Mow
4887,118.1566772,Mow
4888,139.3790283,Mow
4889,147.1197815,Mow
4890,147.1197815,Mow
4891,132.0347137,Mow
4892,135.9174805,Mow
4893,139.2521973,Mow
4894,130.7945862,Mow
4895,136.365448,Mow
4896,140.3388062,Mow
4897,135.4694672,Mow
4898,124.3313599,Mow
4899,114.2228088,Mow
4900,124.8324661,Mow
4901,129.2129364,Mow
4902,120.5568848,Mow
4903,126.9491348,Mow
4904,135.515564,Mow
4905,150.5831604,Mow
4906,159.1079407,Mow
4907,162.4672241,Mow
4908,141.5582886,Mow
4909,125.5616684,Mow
4910,120.6264038,Mow
4911,114.8327026,Mow
4912,111.3291168,Mow
4913,125.6251526,Mow
4914,115.0398788,Mow
4915,106.4817352,Mow
4916,115.3903809,Mow
4917,103.8464432,Mow
4918,121.730484,Mow
4919,84.57963562,Mow
4920,76.88832092,Mow
4921,67.64039612,Mow
4922,67.4237442,Mow
4923,67.4237442,Mow
4924,67.4237442,Mow
4925,67.4237442,Mow
4926,98.81403351,Mow
4927,113.0589447,Mow
4928,137.1710205,Mow
4929,67.4237442,Mow
4930,88.44091797,Mow
4931,134.7761993,Mow
4932,114.0597839,Mow
4933,111.5105362,Mow
4934,97.08163452,Mow
4935,86.26848602,Mow
4936,85.3427887,Mow
4937,128.6357422,Mow
4938,112.8905182,Mow
4939,105.1066284,Mow
4940,120.519249,Mow
4941,115.5506668,Mow
4942,106.3691406,Mow
4943,101.2485504,Mow
4944,117.0284576,Mow
4945,114.0103912,Mow
4946,105.1618347,Mow
4947,102.0872345,Mow
4948,100.6139069,Mow
4949,88.07191467,Mow
4950,81.99314117,Mow
4951,102.9290085,Mow
4952,109.8995361,Mow
4953,127.380867,Mow
4954,121.4457932,Mow
4955,101.3781128,Mow
4956,107.5282593,Mow
4957,105.5371399,Mow
4958,109.6507111,Mow
4959,109.7213135,Mow
4960,109.7213135,Mow
4961,114.0946503,Mow
4962,109.6475067,Mow
4963,119.6348267,Mow
4964,115.8377533,Mow
4965,125.8406525,Mow
4966,118.8947296,Mow
4967,118.7268524,Mow
4968,115.2892151,Mow
4969,117.4532318,Mow
4970,113.1484604,Mow
4971,110.9117126,Mow
4972,106.7286377,Mow
4973,104.824585,Mow
4974,106.7050171,Mow
4975,107.6393433,Mow
4976,103.3739624,Mow
4977,115.7789001,Mow
4978,102.2885284,Mow
4979,115.8240662,Mow
4980,111.2688446,Mow
4981,98.14816284,Mow
4982,108.2416229,Mow
4983,106.263298,Mow
4984,122.6022797,Mow
4985,108.5583801,Mow
4986,106.9015808,Mow
4987,109.9938202,Mow
4988,135.2484741,Mow
4989,112.8472366,Mow
4990,119.8085327,Mow
4991,120.5233765,Mow
4992,116.4701385,Mow
4993,108.9861603,Mow
4994,121.2855682,Mow
4995,119.6485596,Mow
4996,118.1469269,Mow
4997,119.0354156,Mow
4998,120.9023285,Mow
4999,113.9692078,Mow
5000,128.9055939,Mow
5001,123.111145,Mow
5002,124.7054901,Mow
5003,133.2751312,Mow
5004,127.7808075,Mow
5005,127.7808075,Mow
5006,137.1414795,Mow
5007,136.0243378,Mow
5008,144.2151642,Mow
5009,139.7501831,Mow
5010,131.1903687,Mow
5011,131.6279907,Mow
5012,139.6260376,Mow
5013,140.7518311,Mow
5014,158.9380493,Mow
5015,181.6592102,Mow
5016,155.8148193,Mow
5017,127.6941223,Mow
5018,130.353714,Mow
5019,130.4003906,Mow
5020,136.3033447,Mow
5021,124.8141098,Mow
5022,106.1295624,Mow
5023,101.8092651,Mow
5024,108.5353165,Mow
5025,100.4384384,Mow
5026,101.4490509,Mow
5027,93.58287811,Mow
5028,95.34631348,Mow
5029,90.92658997,Mow
5030,87.38822937,Mow
5031,88.09481812,Mow
5032,89.23310852,Mow
5033,92.18663025,Mow
5034,85.31530762,Mow
5035,91.01056671,Mow
5036,102.4073181,Mow
5037,90.51754761,Mow
5038,85.56117249,Mow
5039,88.99098206,Mow
5040,88.63928986,Mow
5041,99.77902985,Mow
5042,139.6940002,Mow
5043,105.1557312,Mow
5044,101.4682693,Mow
5045,102.3862991,Mow
5046,113.5384598,Mow
5047,104.8112106,Mow
5048,115.3503647,Mow
5049,115.3503647,Mow
5050,139.0816193,Mow
5051,151.6951904,Mow
5052,163.8421631,Mow
5053,191.8427582,Mow
5054,196.1750641,Mow
5055,165.0189972,Mow
5056,177.077713,Mow
5057,144.7891235,Mow
5058,167.997879,Mow
5059,181.0744019,Mow
5060,184.0186462,Mow
5061,185.6385803,Mow
5062,180.1309814,Mow
5063,198.3703308,Mow
5064,164.1500549,Mow
5065,167.9788818,Mow
5066,172.6391296,Mow
5067,143.7576599,Mow
5068,143.9801178,Mow
5069,146.0774841,Mow
5070,152.6650391,Mow
5071,145.9315491,Mow
5072,133.8872223,Mow
5073,142.9882202,Mow
5074,148.3935852,Mow
5075,141.8119659,Mow
5076,135.2431335,Mow
5077,132.1198425,Mow
5078,133.6782837,Mow
5079,137.3307495,Mow
5080,147.062439,Mow
5081,144.2403259,Mow
5082,135.8034668,Mow
5083,144.1443481,Mow
5084,141.9037476,Mow
5085,138.1702576,Mow
5086,140.4626312,Mow
5087,166.7078552,Mow
5088,165.3139038,Mow
5089,140.8850708,Mow
5090,126.83461,Mow
5091,125.8625183,Mow
5092,124.7987518,Mow
5093,138.6074829,Mow
5094,138.6074829,Mow
5095,137.3761749,Mow
5096,141.4906769,Mow
5097,128.5144653,Mow
5098,133.5005798,Mow
5099,126.5439301,Mow
5100,146.7808228,Mow
5101,175.5090942,Mow
5102,139.1908875,Mow
5103,135.5910645,Mow
5104,137.8865967,Mow
5105,179.1193848,Mow
5106,141.7276306,Mow
5107,130.3397369,Mow
5108,155.7645721,Mow
5109,141.1314545,Mow
5110,156.715271,Mow
5111,140.4392853,Mow
5112,138.9655762,Mow
5113,143.0368347,Mow
5114,170.591095,Mow
5115,129.6283875,Mow
5116,131.3409882,Mow
5117,139.5038452,Mow
5118,142.3752441,Mow
5119,127.5429535,Mow
5120,129.5419617,Mow
5121,156.6886749,Mow
5122,136.8756104,Mow
5123,138.5012665,Mow
5124,149.0618286,Mow
5125,140.2055054,Mow
5126,143.0772705,Mow
5127,124.6489487,Mow
5128,119.9989777,Mow
5129,117.894928,Mow
5130,120.8213272,Mow
5131,135.178833,Mow
5132,134.638443,Mow
5133,118.4178772,Mow
5134,112.388504,Mow
5135,132.476532,Mow
5136,140.8299103,Mow
5137,124.9973526,Mow
5138,118.7377853,Mow
5139,118.7377853,Mow
5140,131.9572754,Mow
5141,124.1795731,Mow
5142,122.365715,Mow
5143,107.9109726,Mow
5144,109.7239075,Mow
5145,117.8834381,Mow
5146,117.3031998,Mow
5147,124.8624573,Mow
5148,131.214798,Mow
5149,132.571579,Mow
5150,148.058197,Mow
5151,142.6303406,Mow
5152,150.1438293,Mow
5153,134.9248657,Mow
5154,127.8287506,Mow
5155,124.829834,Mow
5156,119.9899139,Mow
5157,128.0958252,Mow
5158,126.1099854,Mow
5159,139.1781464,Mow
5160,124.0212402,Mow
5161,141.9648438,Mow
5162,133.0419464,Mow
5163,124.3087692,Mow
5164,142.7065582,Mow
5165,155.6172791,Mow
5166,122.9416199,Mow
5167,129.6796265,Mow
5168,120.8452148,Mow
5169,127.4610596,Mow
5170,128.7843323,Mow
5171,135.3982544,Mow
5172,140.8110962,Mow
5173,141.5606079,Mow
5174,143.5157166,Mow
5175,136.6623535,Mow
5176,111.8581161,Mow
5177,126.3795013,Mow
5178,122.7680359,Mow
5179,124.6508942,Mow
5180,121.1444931,Mow
5181,118.352417,Mow
5182,118.4879913,Mow
5183,118.4879913,Mow
5184,115.8806,Mow
5185,113.970459,Mow
5186,124.7402878,Mow
5187,121.205658,Mow
5188,120.0088348,Mow
5189,118.6345139,Mow
5190,122.000679,Mow
5191,117.375885,Mow
5192,114.8200531,Mow
5193,105.9654083,Mow
5194,103.7175446,Mow
5195,107.5609512,Mow
5196,108.3533325,Mow
5197,119.086998,Mow
5198,110.7973251,Mow
5199,103.4321213,Mow
5200,107.5771637,Mow
5201,112.0887909,Mow
5202,105.0177155,Mow
5203,118.6030731,Mow
5204,113.0195618,Mow
5205,120.4120712,Mow
5206,110.076355,Mow
5207,116.6684799,Mow
5208,147.6298523,Mow
5209,151.3570251,Mow
