FarmName,FieldName,SampleID,SampleType,SampleDate_CN,TotalC_pct,TotalN_pct,x,y,Treatment
Macauley,Ntrials,2B,CoverCrop,5/13/25,45.082,1.881,-77.81397199,42.71989231,2
,,,,,,,,,
Macauley,Ntrials,3B,CoverCrop,5/13/25,45.319,1.546,-77.81396217,42.71989583,3
,,,,,,,,,
Macauley,Ntrials,4B,CoverCrop,5/13/25,44.59,1.979,-77.81387184,42.72009305,4
,,,,,,,,,
Macauley,Ntrials,5B,CoverCrop,5/13/25,45.212,1.617,-77.81384765,42.72016429,5
,,,,,,,,,
Macauley,Ntrials,6B,CoverCrop,5/13/25,46.403,1.471,-77.81380636,42.7202325,6
,,,,,,,,,
Macauley,Ntrials,7B,CoverCrop,5/13/25,44.542,1.786,-77.81377802,42.72031852,7
,,,,,,,,,
Macauley,Ntrials,8B,CoverCrop,5/13/25,45.658,1.842,-77.81375173,42.72038257,8
,,,,,,,,,
Macauley,Ntrials,9B,CoverCrop,5/13/25,45.154,1.901,-77.8137098,42.72046931,9
,,,,,,,,,
Macauley,Ntrials,10B,CoverCrop,5/13/25,46.06,1.737,-77.81368153,42.72055726,10
,,,,,,,,,
Macauley,Ntrials,11B,CoverCrop,5/13/25,45.382,1.602,-77.8136503,42.72063025,11
,,,,,,,,,
Macauley,Ntrials,12B,CoverCrop,5/13/25,46.173,1.995,-77.8136465,42.72063112,12
,,,,,,,,,
Macauley,Ntrials,13B,CoverCrop,5/13/25,45.189,1.7,-77.8136313,42.72071862,13
,,,,,,,,,
Macauley,Ntrials,14B,CoverCrop,5/13/25,45.207,2,-77.81358428,42.72078922,14
,,,,,,,,,
Macauley,Ntrials,15B,CoverCrop,5/13/25,45.376,1.645,-77.8135393,42.72093112,15
,,,,,,,,,
Macauley,Ntrials,16B,CoverCrop,5/13/25,44.422,2.791,-77.81294374,42.72074941,16
,,,,,,,,,
Porter,G7,1,MaizeBiomass,7/21/25,45.3,3.9,-76.72146506,42.56612419,Cut
,,,,,,,,,
Porter,G7,2,MaizeBiomass,7/22/25,45,4,-76.72113968,42.56617514,Cut
,,,,,,,,,
Porter,G7,3,MaizeBiomass,7/23/25,45.3,3.9,-76.71981813,42.56616414,Cut
,,,,,,,,,
Porter,G7,4,MaizeBiomass,7/24/25,44.3,4,-76.72028782,42.56619454,Cut
,,,,,,,,,
Porter,G7,5,MaizeBiomass,7/25/25,45,3.8,-76.72077978,42.56623092,Cut
,,,,,,,,,
Porter,G7,6,MaizeBiomass,7/26/25,46.4,3.7,-76.71956895,42.56638204,NoCut
,,,,,,,,,
Porter,G7,7,MaizeBiomass,7/27/25,45.3,4,-76.71971341,42.56668644,NoCut
,,,,,,,,,
Porter,G7,8,MaizeBiomass,7/28/25,45.4,3.7,-76.72117476,42.56649655,NoCut
,,,,,,,,,
Porter,G7,9,MaizeBiomass,7/29/25,46.4,3.7,-76.72069124,42.56593253,NoCut
