,Field,Dataset,Product,Obj__Id,Moisture__,Yld_Vol_Dr
1947,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1947,30.7,180.516
1948,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1948,30.7,180.516
1949,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1949,30.7,215.1482
1950,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1950,31.1,191.8268
1951,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1951,31.1,192.1481
1952,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1952,31.1,190.6427
1953,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1953,28.7,126.7776
1954,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1954,28.7,126.7776
1955,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1955,28.7,126.7776
1956,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1956,28.7,126.7776
1957,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1957,28.7,121.2656
1958,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1958,27.6,163.0931
1959,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1959,28.6,117.5763
1960,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1960,28.6,117.3852
1961,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1961,28.6,117.3852
1962,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1962,28.6,117.3852
1963,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1963,28.6,112.4484
1964,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1964,30,111.4226
1965,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1965,30,111.9661
1966,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1966,30,111.9661
1967,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1967,30,111.6937
1968,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1968,30,110.3513
1969,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1969,30.5,76.2927
1970,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1970,30.5,76.2337
1971,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1971,30.5,76.0572
1972,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1972,30.5,72.6918
1973,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1973,28.6,94.1106
1974,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1974,28.6,93.9455
1975,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1975,28.6,93.9455
1976,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1976,28.6,130.2362
1977,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1977,30.2,138.704
1978,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1978,30.2,138.704
1979,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1979,30.2,136.9702
1980,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1980,30.5,149.9611
1981,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1981,30.5,149.9611
1982,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1982,30.5,149.7505
1983,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1983,30.5,139.9244
1984,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1984,28,145.392
1985,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1985,28,145.0879
1986,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1986,28,145.6975
1987,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1987,28,145.0879
1988,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1988,28,143.2892
1989,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1989,28.6,153.1987
1990,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1990,28.6,152.8762
1991,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1991,28.6,153.1987
1992,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1992,28.6,148.1963
1993,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1993,30.2,161.1053
1994,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1994,30.2,161.1053
1995,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1995,30.2,159.7627
1996,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1996,30.8,147.6073
1997,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1997,30.8,147.6073
1998,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1998,30.8,147.4
1999,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,1999,30.8,137.7281
2000,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2000,29.5,169.6776
2001,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2001,29.5,168.8511
2002,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2002,28.7,182.4643
2003,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2003,28.7,182.4643
2004,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2004,28.7,178.6944
2005,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2005,30.2,209.7645
2006,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2006,30.2,207.1424
2007,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2007,30.8,208.5556
2008,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2008,30.8,205.3238
2009,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2009,29.9,213.2041
2010,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2010,29.9,209.9603
2011,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2011,28.2,237.0764
2012,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2012,28.2,229.819
2013,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2013,28.8,233.1387
2014,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2014,28.8,232.9528
2015,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2015,30.1,158.3498
2016,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2016,30.1,157.6872
2017,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2017,30.1,158.3498
2018,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2018,30.1,157.6872
2019,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2019,30.1,157.6872
2020,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2020,30.7,179.0769
2021,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2021,30.7,178.8261
2022,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2022,30.7,174.4287
2023,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2023,28.7,168.7406
2024,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2024,28.7,169.0242
2025,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2025,28.7,169.0242
2026,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2026,28.7,166.9201
2027,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2027,28.7,169.0242
2028,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2028,28.7,168.0157
2029,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2029,30.1,160.1489
2030,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2030,30.1,159.4732
2031,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2031,30.1,159.4732
2032,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2032,30.1,159.4732
2033,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2033,30.1,160.1489
2034,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2034,30.1,153.0168
2035,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2035,30.9,172.1028
2036,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2036,30.9,172.349
2037,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2037,30.9,172.349
2038,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2038,30.9,171.6125
2039,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2039,30.9,171.6125
2040,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2040,29.9,155.5409
2041,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2041,29.9,155.5409
2042,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2042,29.9,155.5409
2043,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2043,29.9,152.9047
2044,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2044,28.4,145.3951
2045,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2045,28.4,145.8141
2046,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2046,28.4,141.7297
2047,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2047,29.7,128.4226
2048,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2048,29.7,128.4226
2049,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2049,29.7,128.4226
2050,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2050,29.7,128.4226
2051,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2051,29.7,120.1372
2052,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2052,30.5,162.1833
2053,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2053,30.5,162.8823
2054,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2054,30.5,162.1833
2055,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2055,30.5,162.532
2056,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2056,30.5,157.4529
2057,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2057,29.5,123.9875
2058,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2058,29.5,123.4577
2059,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2059,29.5,123.9875
2060,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2060,29.5,123.9875
2061,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2061,29.5,122.4114
2062,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2062,28.2,159.6489
2063,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2063,28.2,160.3553
2064,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2064,28.2,158.7498
2065,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2065,29.7,171.7702
2066,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2066,29.7,171.7702
2067,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2067,29.7,167.8101
2068,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2068,30.6,185.3334
2069,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2069,30.6,185.2512
2070,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2070,30.6,169.8889
2071,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2071,31,199.4588
2072,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2072,31,199.4588
2073,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2073,31,194.8604
2074,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2074,28.9,211.4812
2075,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2075,28.9,205.3881
2076,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2076,27.8,208.1398
2077,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2077,27.8,207.8407
2078,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2078,27.8,207.8407
2079,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2079,27.8,194.4316
2080,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2080,28.9,200.611
2081,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2081,28.9,200.611
2082,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2082,28.9,184.1588
2083,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2083,30.2,175.1982
2084,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2084,30.2,175.1982
2085,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2085,30.2,175.5758
2086,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2086,30.2,169.7232
2087,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2087,30.8,121.8935
2088,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2088,30.8,120.9809
2089,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2089,27.8,151.8373
2090,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2090,27.8,151.8373
2091,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2091,27.8,151.8373
2092,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2092,27.8,150.545
2093,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2093,28.2,166.8262
2094,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2094,28.2,166.8262
2095,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2095,28.2,166.8262
2096,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2096,28.2,164.3469
2097,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2097,30.1,180.5483
2098,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2098,30.1,179.7767
2099,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2099,30.4,152.119
2100,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2100,30.4,151.1058
2101,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2101,27.9,125.1995
2102,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2102,27.9,125.1995
2103,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2103,27.9,123.3388
2104,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2104,28.3,140.9208
2105,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2105,28.3,141.2232
2106,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2106,28.3,140.9208
2107,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2107,29.3,139.435
2108,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2108,29.3,139.435
2109,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2109,29.3,139.435
2110,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2110,30.2,150.8256
2111,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2111,27.9,126.7927
2112,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2112,27.9,127.0591
2113,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2113,27.9,126.2633
2114,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2114,28,213.5568
2115,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2115,28,211.4356
2116,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2116,30,169.602
2117,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2117,30.4,233.0979
2118,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2118,30.4,233.0979
2119,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2119,27.5,221.1093
2120,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2120,27.5,221.1093
2121,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2121,28,229.1592
2122,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2122,29.2,207.3483
2123,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2123,29.7,217.0715
2124,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2124,27.7,237.1439
2125,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2125,27.6,190.4603
2126,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2126,28.7,165.9383
2127,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2127,29.9,99.8086
2128,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2128,30.4,39.1751
2129,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2129,28.1,70.4987
2130,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2130,28.9,87.6669
2131,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2131,29.7,54.1763
2132,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2132,29.7,24.108
2133,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2133,28.5,24.6497
2134,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2134,29.5,40.0336
2135,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2135,30.3,71.5587
2136,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2136,29.5,80.5303
2137,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2137,27.8,71.2461
2138,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2138,28.9,70.2735
2139,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2139,29.8,48.6476
2140,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2140,30.2,104.5939
2141,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2141,27.4,125.9295
2142,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2142,27.4,122.4556
2143,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2143,28.9,94.5586
2144,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2144,29.6,88.2118
2145,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2145,27.6,89.5245
2146,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2146,28.5,128.2461
2147,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2147,29.9,124.0118
2148,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2148,29.8,107.1923
2149,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2149,27.9,112.0888
2150,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2150,29,114.0219
2151,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2151,30,67.8065
2152,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2152,30,77.7101
2153,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2153,28,87.1051
2154,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2154,29,127.6268
2155,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2155,29,127.4162
2156,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2156,29,123.8731
2157,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2157,30.2,124.2042
2158,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2158,30.2,123.4313
2159,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2159,29.9,115.1568
2160,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2160,28.1,110.151
2161,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2161,29.3,101.4486
2162,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2162,29.3,101.3269
2163,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2163,29.3,96.4632
2164,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2164,30.9,91.3205
2165,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2165,30.9,91.3977
2166,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2166,30.9,88.9437
2167,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2167,31.4,56.9584
2168,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2168,31.4,57.2039
2169,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2169,31.4,56.8121
2170,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2170,31.5,73.0677
2171,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2171,31.5,73.0677
2172,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2172,31.5,72.3402
2173,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2173,29.3,53.0805
2174,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2174,29.3,53.0805
2175,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2175,29.3,53.0805
2176,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2176,29.3,52.8574
2177,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2177,29.3,51.9838
2178,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2178,29.3,104.005
2179,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2179,30.7,42.921
2180,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2180,30.7,42.921
2181,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2181,30.7,40.3775
2182,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2182,31.3,20.6794
2183,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2183,31.3,20.6794
2184,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2184,31.3,19.9107
2185,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2185,31.6,27.3106
2186,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2186,31.6,27.3106
2187,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2187,31.6,27.3458
2188,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2188,31.6,25.0832
2189,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2189,31.8,33.2569
2190,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2190,31.8,33.2569
2191,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2191,32.2,26.2146
2192,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2192,32.2,26.2146
2193,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2193,32.2,25.9156
2194,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2194,32.3,22.1023
2195,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2195,32.4,13.1315
2196,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2196,32.4,13.1315
2197,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2197,32.4,13.0984
2198,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2198,32.4,12.6522
2199,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2199,31.9,34.4872
2200,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2200,31.9,34.4872
2201,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2201,31.9,34.5286
2202,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2202,29.4,33.8804
2203,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2203,29.4,33.8128
2204,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2204,29.4,32.5161
2205,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2205,30.7,42.5108
2206,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2206,30.7,42.0533
2207,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2207,31.2,46.1341
2208,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2208,31.2,46.2147
2209,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2209,31.2,45.1106
2210,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2210,31.4,27.737
2211,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2211,31.4,27.7619
2212,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2212,31.6,25.7797
2213,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2213,31.6,25.7157
2214,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2214,31.6,25.7029
2215,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2215,31.6,22.7268
2216,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2216,29.5,27.0506
2217,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2217,29.5,27.0409
2218,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2218,29.9,84.9223
2219,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2219,29.9,84.8689
2220,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2220,29.9,84.7621
2221,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2221,29.9,78.5383
2222,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2222,31.3,61.4047
2223,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2223,31.3,61.4047
2224,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2224,31.3,61.129
2225,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2225,32,88.531
2226,M4 F1 S2 25.11,25/10/23-16:26:07 (2012384061),CORN,2226,32,88.4993
